"We couldn't finish the billing agreement wizard.","We couldn't finish the billing agreement wizard."
"We can't start the billing agreement wizard.","We can't start the billing agreement wizard."
"Billing Agreement # %1","Billing Agreement # %1"
"We can't initialize Express Checkout.","We can't initialize Express Checkout."
"PayPal can't process orders with a zero balance due. To finish your purchase, please go through the standard checkout process.","PayPal can't process orders with a zero balance due. To finish your purchase, please go through the standard checkout process."
"PayPal Express Checkout Token does not exist.","PayPal Express Checkout Token does not exist."
"A wrong PayPal Express Checkout Token is specified.","A wrong PayPal Express Checkout Token is specified."
"Express Checkout and Order have been canceled.","Express Checkout and Order have been canceled."
"Express Checkout has been canceled.","Express Checkout has been canceled."
"Unable to cancel Express Checkout","Unable to cancel Express Checkout"
"We can't process Express Checkout approval.","We can't process Express Checkout approval."
"We can't initialize Express Checkout review.","We can't initialize Express Checkout review."
"We can't update shipping method.","We can't update shipping method."
"We can't start Express Checkout.","We can't start Express Checkout."
"To check out, please sign in with your email address.","To check out, please sign in with your email address."
"Your payment has been declined. Please try again.","Your payment has been declined. Please try again."
"Requested payment method does not match with order.","Requested payment method does not match with order."
"Would you like to sign a billing agreement to streamline further purchases with PayPal?","Would you like to sign a billing agreement to streamline further purchases with PayPal?"
"The payment couldn't be processed at this time. Please try again later.","The payment couldn't be processed at this time. Please try again later."
"Authorization is not allowed.","Authorization is not allowed."
"Payment Gateway is unreachable at the moment. Please use another payment option.","Payment Gateway is unreachable at the moment. Please use another payment option."
"PayPal response hasn't required fields.","PayPal response hasn't required fields."
"Something went wrong while processing your order.","Something went wrong while processing your order."
"PayPal gateway has rejected request. %1","PayPal gateway has rejected request. %1"
"The PayPal gateway rejected the request. %1","The PayPal gateway rejected the request. %1"
"I'm sorry - but we were not able to process your payment. Please try another payment method or contact us so we can assist you.","I'm sorry - but we were not able to process your payment. Please try another payment method or contact us so we can assist you."
"I'm sorry - but we are not able to complete your transaction. Please contact us so we can assist you.","I'm sorry - but we are not able to complete your transaction. Please contact us so we can assist you."
"A match of the Shipping Address City, State, and Postal Code failed.","A match of the Shipping Address City, State, and Postal Code failed."
"We can't place the order.","We can't place the order."
"The payment method code is not set.","The payment method code is not set."
"The reference ID is not set.","The reference ID is not set."
"Unable to save Billing Agreement:","Unable to save Billing Agreement:"
"The customer ID is not set.","The customer ID is not set."
"The Billing Agreement status is not set.","The Billing Agreement status is not set."
"The PayPal certificate does not exist.","The PayPal certificate does not exist."
"We prefer PayPal (150 X 60)","We prefer PayPal (150 X 60)"
"We prefer PayPal (150 X 40)","We prefer PayPal (150 X 40)"
"Now accepting PayPal (150 X 60)","Now accepting PayPal (150 X 60)"
"Now accepting PayPal (150 X 40)","Now accepting PayPal (150 X 40)"
"Payments by PayPal (150 X 60)","Payments by PayPal (150 X 60)"
"Payments by PayPal (150 X 40)","Payments by PayPal (150 X 40)"
"Shop now using (150 X 60)","Shop now using (150 X 60)"
"Shop now using (150 X 40)","Shop now using (150 X 40)"
Shortcut,Shortcut
"Acceptance Mark Image","Acceptance Mark Image"
Authorization,Authorization
"For Virtual Quotes Only","For Virtual Quotes Only"
Auto,Auto
"Ask Customer","Ask Customer"
"IPN (Instant Payment Notification) Only","IPN (Instant Payment Notification) Only"
"API Signature","API Signature"
"API Certificate","API Certificate"
"The maximum number of child authorizations is reached.","The maximum number of child authorizations is reached."
"We'll authorize the amount of %1 as soon as the payment gateway approves it.","We'll authorize the amount of %1 as soon as the payment gateway approves it."
"The authorized amount is %1.","The authorized amount is %1."
"A payer is not identified.","A payer is not identified."
"Cannot get secure form URL from PayPal","Cannot get secure form URL from PayPal"
"Last Transaction ID","Last Transaction ID"
"This customer didn't include a confirmed address.","This customer didn't include a confirmed address."
"The payment is authorized but not settled.","The payment is authorized but not settled."
"The payment eCheck is not cleared.","The payment eCheck is not cleared."
"The merchant holds a non-U.S. account and doesn't have a withdrawal mechanism.","The merchant holds a non-U.S. account and doesn't have a withdrawal mechanism."
"The payment currency doesn't match any of the merchant's balances currency.","The payment currency doesn't match any of the merchant's balances currency."
"The payment is pending while it is being reviewed by PayPal for risk.","The payment is pending while it is being reviewed by PayPal for risk."
"The payment is pending because it was made to an email address that is not yet registered or confirmed.","The payment is pending because it was made to an email address that is not yet registered or confirmed."
"The merchant account is not yet verified.","The merchant account is not yet verified."
"The payment was made via credit card. In order to receive funds merchant must upgrade account to Business or Premier status.","The payment was made via credit card. In order to receive funds merchant must upgrade account to Business or Premier status."
"Sorry, but something went wrong. Please contact PayPal customer service.","Sorry, but something went wrong. Please contact PayPal customer service."
"A reversal has occurred on this transaction due to a chargeback by your customer.","A reversal has occurred on this transaction due to a chargeback by your customer."
"A reversal has occurred on this transaction due to your customer triggering a money-back guarantee.","A reversal has occurred on this transaction due to your customer triggering a money-back guarantee."
"A reversal has occurred on this transaction due to a complaint about the transaction from your customer.","A reversal has occurred on this transaction due to a complaint about the transaction from your customer."
"A reversal has occurred on this transaction because you have given the customer a refund.","A reversal has occurred on this transaction because you have given the customer a refund."
"Reversal of an adjustment.","Reversal of an adjustment."
"Transaction reversal due to fraud detected by PayPal administrators.","Transaction reversal due to fraud detected by PayPal administrators."
"Transaction reversal by PayPal administrators.","Transaction reversal by PayPal administrators."
"Reimbursement for a chargeback.","Reimbursement for a chargeback."
"Settlement of a chargeback.","Settlement of a chargeback."
"A reversal has occurred on this transaction because of a customer dispute suspecting unauthorized spoof.","A reversal has occurred on this transaction because of a customer dispute suspecting unauthorized spoof."
"Buyer claims that he did not receive goods or service.","Buyer claims that he did not receive goods or service."
"Buyer claims that the goods or service received differ from merchant’s description of the goods or service.","Buyer claims that the goods or service received differ from merchant’s description of the goods or service."
"Buyer claims that he/she did not authorize transaction.","Buyer claims that he/she did not authorize transaction."
"A case that has been resolved and close requires a reimbursement.","A case that has been resolved and close requires a reimbursement."
"Buyer claims that a possible duplicate payment was made to the merchant.","Buyer claims that a possible duplicate payment was made to the merchant."
"Buyer claims that the received merchandise is unsatisfactory, defective, or damaged.","Buyer claims that the received merchandise is unsatisfactory, defective, or damaged."
"Unknown reason. Please contact PayPal customer service.","Unknown reason. Please contact PayPal customer service."
"Payer ID","Payer ID"
"Payer Email","Payer Email"
"Payer Status","Payer Status"
"Payer Address ID","Payer Address ID"
"Payer Address Status","Payer Address Status"
"Merchant Protection Eligibility","Merchant Protection Eligibility"
"Triggered Fraud Filters","Triggered Fraud Filters"
"Last Correlation ID","Last Correlation ID"
"Address Verification System Response","Address Verification System Response"
"CVV2 Check Result by PayPal","CVV2 Check Result by PayPal"
"AVS Street Match","AVS Street Match"
"AVS zip","AVS zip"
"International AVS response","International AVS response"
"Buyer's Tax ID","Buyer's Tax ID"
"Buyer's Tax ID Type","Buyer's Tax ID Type"
Chargeback,Chargeback
Complaint,Complaint
Dispute,Dispute
"Matched Address only (no ZIP)","Matched Address only (no ZIP)"
"Matched Address only (no ZIP) International","Matched Address only (no ZIP) International"
"No Details matched","No Details matched"
"No Details matched. International","No Details matched. International"
"Exact Match.","Exact Match."
"Exact Match. Address and Postal Code. International","Exact Match. Address and Postal Code. International"
"Exact Match. Address and Postal Code. UK-specific","Exact Match. Address and Postal Code. UK-specific"
"N/A. Not allowed for MOTO (Internet/Phone) transactions","N/A. Not allowed for MOTO (Internet/Phone) transactions"
"N/A. Global Unavailable","N/A. Global Unavailable"
"N/A. International Unavailable","N/A. International Unavailable"
"Matched five-digit ZIP only (no Address)","Matched five-digit ZIP only (no Address)"
"Matched Postal Code only (no Address)","Matched Postal Code only (no Address)"
"N/A. Retry","N/A. Retry"
"N/A. Service not Supported","N/A. Service not Supported"
"N/A. Unavailable","N/A. Unavailable"
"Matched whole nine-digit ZIP (no Address)","Matched whole nine-digit ZIP (no Address)"
"Yes. Matched Address and five-digit ZIP","Yes. Matched Address and five-digit ZIP"
"All the address information matched","All the address information matched"
"None of the address information matched","None of the address information matched"
"Part of the address information matched","Part of the address information matched"
"N/A. The merchant did not provide AVS information","N/A. The merchant did not provide AVS information"
"N/A. Address not checked, or acquirer had no response. Service not available","N/A. Address not checked, or acquirer had no response. Service not available"
"Matched (CVV2CSC)","Matched (CVV2CSC)"
"No match","No match"
"N/A. Not processed","N/A. Not processed"
"N/A. Service not supported","N/A. Service not supported"
"N/A. Service not available","N/A. Service not available"
"N/A. No response","N/A. No response"
"Matched (CVV2)","Matched (CVV2)"
"N/A. The merchant has not implemented CVV2 code handling","N/A. The merchant has not implemented CVV2 code handling"
"N/A. Merchant has indicated that CVV2 is not present on card","N/A. Merchant has indicated that CVV2 is not present on card"
CNPJ,CNPJ
CPF,CPF
"Note: %1","Note: %1"
"IPN ""%1"". Case type ""%2"". Case ID ""%3"" %4","IPN ""%1"". Case type ""%2"". Case ID ""%3"" %4"
"IPN ""%1"". A dispute has been resolved and closed. %2 Transaction amount %3.","IPN ""%1"". A dispute has been resolved and closed. %2 Transaction amount %3."
"You notified customer about invoice #%1.","You notified customer about invoice #%1."
"We cannot cancel this order.","We cannot cancel this order."
"IPN ""%1"". %2 Transaction amount %3. Transaction ID: ""%4""","IPN ""%1"". %2 Transaction amount %3. Transaction ID: ""%4"""
"You notified customer about creditmemo #%1.","You notified customer about creditmemo #%1."
"IPN ""%1""","IPN ""%1"""
"Payflow PNREF: #%1.","Payflow PNREF: #%1."
"Unable to fetch transaction details.","Unable to fetch transaction details."
"Transaction has been declined","Transaction has been declined"
"We cannot send the new order email.","We cannot send the new order email."
"Payment error. %value was not found.","Payment error. %value was not found."
"The verification transaction can't be voided. ","The verification transaction can't be voided. "
"You need an authorization transaction to void.","You need an authorization transaction to void."
"We can't issue a refund transaction because there is no capture transaction.","We can't issue a refund transaction because there is no capture transaction."
"We cannot create a target file for reading reports.","We cannot create a target file for reading reports."
"Report Date","Report Date"
"Merchant Account","Merchant Account"
"Invoice ID","Invoice ID"
"PayPal Reference ID","PayPal Reference ID"
"PayPal Reference ID Type","PayPal Reference ID Type"
"Event Code","Event Code"
Event,Event
"Start Date","Start Date"
"Finish Date","Finish Date"
"Debit or Credit","Debit or Credit"
"Gross Amount","Gross Amount"
"Fee Debit or Credit","Fee Debit or Credit"
"Fee Amount","Fee Amount"
"Preapproved Payment ID","Preapproved Payment ID"
"Subscription ID","Subscription ID"
Credit,Credit
Debit,Debit
"ACH Deposit (Hold for Dispute or Other Investigation)","ACH Deposit (Hold for Dispute or Other Investigation)"
"ACH Deposit (Reversal)","ACH Deposit (Reversal)"
"ACH Funding for Funds Recovery from Account Balance","ACH Funding for Funds Recovery from Account Balance"
"ACH Withdrawal","ACH Withdrawal"
"Account-to-Account Payment, initiated by PayPal","Account-to-Account Payment, initiated by PayPal"
"Auction Payment other than through eBay","Auction Payment other than through eBay"
AutoSweep,AutoSweep
"Available Balance","Available Balance"
"Balance Manager Account Bonus","Balance Manager Account Bonus"
"Bonus for first ACH Use","Bonus for first ACH Use"
"Buyer Credit Payment","Buyer Credit Payment"
Charge-off,Charge-off
"Coupon Redemption","Coupon Redemption"
"Currency Conversion required to cover negative balance","Currency Conversion required to cover negative balance"
"Debit Card Cash Back","Debit Card Cash Back"
"Debit Card Transaction","Debit Card Transaction"
"Direct Payment API","Direct Payment API"
"EFT Funding (German banking)","EFT Funding (German banking)"
"Express Checkout APIs","Express Checkout APIs"
"Fee Reversal","Fee Reversal"
"Fee: Foreign ACH Withdrawal","Fee: Foreign ACH Withdrawal"
"Fee: Mass Pay Request","Fee: Mass Pay Request"
"Fee: Web Site Payments Pro Account Monthly","Fee: Web Site Payments Pro Account Monthly"
"Fee: WorldLink Check Withdrawal","Fee: WorldLink Check Withdrawal"
Funding,Funding
"General (Authorization)","General (Authorization)"
"General (Dividend)","General (Dividend)"
"General (Funds Transfer from PayPal Account to Another)","General (Funds Transfer from PayPal Account to Another)"
"General (Purchase with a credit card)","General (Purchase with a credit card)"
"General Adjustment without businessrelated event","General Adjustment without businessrelated event"
"General Currency Conversion","General Currency Conversion"
"General Funding of PayPal Account ","General Funding of PayPal Account "
"General Redemption","General Redemption"
"General Withdrawal from PayPal Account","General Withdrawal from PayPal Account"
"General. Product no longer supported","General. Product no longer supported"
"General: Use of PayPal account for purchasing as well as receiving payments","General: Use of PayPal account for purchasing as well as receiving payments"
"General: Withdrawal from PayPal Account","General: Withdrawal from PayPal Account"
"General: Withdrawal to Non-Bank Entity","General: Withdrawal to Non-Bank Entity"
"General: adjustment of a type not belonging to the other T12xx categories","General: adjustment of a type not belonging to the other T12xx categories"
"General: bonus of a type not belonging to the other T08xx categories","General: bonus of a type not belonging to the other T08xx categories"
"General: event not yet categorized","General: event not yet categorized"
"General: non-payment fee of a type not belonging to the other T01xx categories","General: non-payment fee of a type not belonging to the other T01xx categories"
"General: received payment of a type not belonging to the other T00xx categories","General: received payment of a type not belonging to the other T00xx categories"
"General: reversal of a type not belonging to the other T11xx categories","General: reversal of a type not belonging to the other T11xx categories"
"General: temporary hold of a type not belonging to the other T15xx categories","General: temporary hold of a type not belonging to the other T15xx categories"
"Gift Certificate Payment: purchase of Gift Certificate","Gift Certificate Payment: purchase of Gift Certificate"
"Gift Certificate Redemption","Gift Certificate Redemption"
"Hidden Virtual PayPal Debit Card Transaction","Hidden Virtual PayPal Debit Card Transaction"
"Hold for Dispute Investigation","Hold for Dispute Investigation"
Incentive,Incentive
"Mass Pay Payment","Mass Pay Payment"
"Merchant Referral Bonus","Merchant Referral Bonus"
"Mobile Payment (made via a mobile phone)","Mobile Payment (made via a mobile phone)"
"Negative Balance","Negative Balance"
"Open Authorization","Open Authorization"
"PayPal Balance Manager function of PayPal account","PayPal Balance Manager function of PayPal account"
"PayPal Buyer Warranty Bonus","PayPal Buyer Warranty Bonus"
"PayPal Debit Card Cash Advance","PayPal Debit Card Cash Advance"
"PayPal Debit Card Withdrawal from ATM","PayPal Debit Card Withdrawal from ATM"
"PayPal Protection Bonus","PayPal Protection Bonus"
"Payment Refund initiated by merchant","Payment Refund initiated by merchant"
"Points Incentive Redemption","Points Incentive Redemption"
"Postage Payment to either USPS or UPS","Postage Payment to either USPS or UPS"
"Preapproved Payment (BillUser API, either sent or received","Preapproved Payment (BillUser API, either sent or received"
Reauthorization,Reauthorization
"Reimbursement of Chargeback","Reimbursement of Chargeback"
Reversal,Reversal
"Reversal of General Account Hold","Reversal of General Account Hold"
"Reversal of Points Usage","Reversal of Points Usage"
"Reversal of hold for Dispute Investigation","Reversal of hold for Dispute Investigation"
"Reward Voucher Redemption","Reward Voucher Redemption"
"Settlement Consolidation","Settlement Consolidation"
"Subscription Payment, either payment sent or payment received","Subscription Payment, either payment sent or payment received"
"User-initiated Currency Conversion","User-initiated Currency Conversion"
"Virtual PayPal Debit Card Transaction","Virtual PayPal Debit Card Transaction"
"Virtual Terminal Payment","Virtual Terminal Payment"
Void,Void
"WorldLink Withdrawal","WorldLink Withdrawal"
"eBay Auction Payment","eBay Auction Payment"
"The PayPal certificate file is empty.","The PayPal certificate file is empty."
"Header (center)","Header (center)"
"Sidebar (right)","Sidebar (right)"
"Near PayPal Credit checkout button","Near PayPal Credit checkout button"
Blue,Blue
Silver,Silver
Black,Black
Pill,Pill
Rectangle,Rectangle
Responsive,Responsive
Pay,Pay
"Buy Now","Buy Now"
Installment,Installment
"PayPal Credit","PayPal Credit"
"PayPal Guest Checkout Credit Card Icons","PayPal Guest Checkout Credit Card Icons"
"Elektronisches Lastschriftverfahren - German ELV","Elektronisches Lastschriftverfahren - German ELV"
"Every 3 days","Every 3 days"
"Every 7 days","Every 7 days"
"Every 10 days","Every 10 days"
"Every 14 days","Every 14 days"
"Every 30 days","Every 30 days"
"Every 40 days","Every 40 days"
"No Logo","No Logo"
"Yes (PayPal recommends this option)","Yes (PayPal recommends this option)"
"Created billing agreement #%1.","Created billing agreement #%1."
"We can't create a billing agreement for this order.","We can't create a billing agreement for this order."
"An invoice cannot be created when none of authorization transactions available.","An invoice cannot be created when none of authorization transactions available."
"Pending PayPal","Pending PayPal"
"PayPal Reversed","PayPal Reversed"
"PayPal Canceled Reversal","PayPal Canceled Reversal"
"PayPal gateway has rejected request.","PayPal gateway has rejected request."
"Sign a billing agreement to streamline further purchases  with PayPal.","Sign a billing agreement to streamline further purchases  with PayPal."
"Your shopping cart has been updated with new prices.","Your shopping cart has been updated with new prices."
"We cannot load the configuration from file %1.","We cannot load the configuration from file %1."
"Method ""%1"" is not defined in ""%2""","Method ""%1"" is not defined in ""%2"""
"To check out, please sign in using your email address.","To check out, please sign in using your email address."
&nbsp;,&nbsp;
"You saved the alert subscription.","You saved the alert subscription."
"There are not enough parameters.","There are not enough parameters."
"The alert subscription couldn't update at this time. Please try again later.","The alert subscription couldn't update at this time. Please try again later."
"Alert subscription has been saved.","Alert subscription has been saved."
"You deleted the alert subscription.","You deleted the alert subscription."
"You will no longer receive price alerts for this product.","You will no longer receive price alerts for this product."
"Unable to update the alert subscription.","Unable to update the alert subscription."
"You will no longer receive stock alerts for this product.","You will no longer receive stock alerts for this product."
"The product was not found.","The product was not found."
"You will no longer receive stock alerts.","You will no longer receive stock alerts."
"Preview Image","Preview Image"
"Get Video Information","Get Video Information"
"YouTube and Vimeo supported.","YouTube and Vimeo supported."
"Vimeo supported.<br />To add YouTube video, please <a href=""%1"">enter YouTube API Key</a> first.","Vimeo supported.<br />To add YouTube video, please <a href=""%1"">enter YouTube API Key</a> first."
"Protocol isn't allowed","Protocol isn't allowed"
"The preview image information is unavailable. Check your connection and try again.","The preview image information is unavailable. Check your connection and try again."
"Shopping cart error: %message","Shopping cart error: %message"
"Could not find a product with SKU ""%sku""","Could not find a product with SKU ""%sku"""
"Could not add the product with SKU %sku to the shopping cart: %message","Could not add the product with SKU %sku to the shopping cart: %message"
"Missed ""sku"" in cart item data","Missed ""sku"" in cart item data"
"Missing key ""quantity"" in cart item data","Missing key ""quantity"" in cart item data"
"Please enter a number greater than 0 in this field.","Please enter a number greater than 0 in this field."
"Guest checkout is not allowed. Register a customer account or login with existing one.","Guest checkout is not allowed. Register a customer account or login with existing one."
"Could not find a cart with ID ""%masked_cart_id""","Could not find a cart with ID ""%masked_cart_id"""
"Current user does not have an active cart.","Current user does not have an active cart."
"Wrong store code specified for cart ""%masked_cart_id""","Wrong store code specified for cart ""%masked_cart_id"""
"The current user cannot perform operations on cart ""%masked_cart_id""","The current user cannot perform operations on cart ""%masked_cart_id"""
"The shipping address must contain either ""customer_address_id"" or ""address"".","The shipping address must contain either ""customer_address_id"" or ""address""."
"The shipping address cannot contain ""customer_address_id"" and ""address"" at the same time.","The shipping address cannot contain ""customer_address_id"" and ""address"" at the same time."
"Country is not available","Country is not available"
"Region is not available for the selected country","Region is not available for the selected country"
"""Street Address"" cannot contain more than %1 lines.","""Street Address"" cannot contain more than %1 lines."
"The billing address must contain either ""customer_address_id"" or ""address"".","The billing address must contain either ""customer_address_id"" or ""address""."
"The billing address cannot contain ""customer_address_id"" and ""address"" at the same time.","The billing address cannot contain ""customer_address_id"" and ""address"" at the same time."
"Using the ""same_as_shipping"" option with multishipping is not possible.","Using the ""same_as_shipping"" option with multishipping is not possible."
"Billing address errors","Billing address errors"
"Required parameter ""code"" for ""payment_method"" is missing.","Required parameter ""code"" for ""payment_method"" is missing."
"You cannot specify multiple shipping addresses.","You cannot specify multiple shipping addresses."
"Shipping address errors","Shipping address errors"
"You cannot specify multiple shipping methods.","You cannot specify multiple shipping methods."
"Required parameter ""carrier_code"" is missing.","Required parameter ""carrier_code"" is missing."
"Required parameter ""method_code"" is missing.","Required parameter ""method_code"" is missing."
"Could not update cart item: %message","Could not update cart item: %message"
"Could not find cart item with id: %1.","Could not find cart item with id: %1."
"Could not update the product with SKU %sku: %message","Could not update the product with SKU %sku: %message"
"Option type ""%1"" is not supported","Option type ""%1"" is not supported"
"%1 doesn't implement CustomizableOptionValueInterface","%1 doesn't implement CustomizableOptionValueInterface"
"Required parameter ""coupon_code"" is missing","Required parameter ""coupon_code"" is missing"
"A coupon is already applied to the cart. Please remove it to apply another","A coupon is already applied to the cart. Please remove it to apply another"
"Missing key ""model"" in cart address data","Missing key ""model"" in cart address data"
"Unsupported cart address type","Unsupported cart address type"
"Missing key ""product"" in cart data","Missing key ""product"" in cart data"
"Missing key ""type_id"" in product data","Missing key ""type_id"" in product data"
"Product ""%product_type"" type is not supported","Product ""%product_type"" type is not supported"
"Cart ID length should to be 32 symbols.","Cart ID length should to be 32 symbols."
"Cart with ID ""%1"" already exists.","Cart with ID ""%1"" already exists."
"The request is allowed for logged in customer","The request is allowed for logged in customer"
"Required parameter ""source_cart_id"" is missing","Required parameter ""source_cart_id"" is missing"
"Required parameter ""destination_cart_id"" is missing","Required parameter ""destination_cart_id"" is missing"
"Guest email for cart is missing.","Guest email for cart is missing."
"Unable to place order: %message","Unable to place order: %message"
"Required parameter ""cart_item_id"" is missing.","Required parameter ""cart_item_id"" is missing."
"Required parameter ""billing_address"" is missing","Required parameter ""billing_address"" is missing"
"Required parameter ""email"" is missing","Required parameter ""email"" is missing"
"Invalid email format","Invalid email format"
"The request is not allowed for logged in customers","The request is not allowed for logged in customers"
"Required parameter ""shipping_addresses"" is missing","Required parameter ""shipping_addresses"" is missing"
"Required parameter ""shipping_methods"" is missing","Required parameter ""shipping_methods"" is missing"
"""model"" values should be specified","""model"" values should be specified"
"Required parameter ""cart_items"" is missing.","Required parameter ""cart_items"" is missing."
"Required parameter ""cart_item_id"" for ""cart_items"" is missing.","Required parameter ""cart_item_id"" for ""cart_items"" is missing."
"Child items may not be updated.","Child items may not be updated."
"Required parameter ""quantity"" for ""cart_items"" is missing.","Required parameter ""quantity"" for ""cart_items"" is missing."
"The address failed to save. Verify the address and try again.","The address failed to save. Verify the address and try again."
"The ""%1"" Cart doesn't contain products.","The ""%1"" Cart doesn't contain products."
"Cart isn't assigned to correct store","Cart isn't assigned to correct store"
"'The coupon code couldn't be applied: ' .","'The coupon code couldn't be applied: ' ."
"The coupon code couldn't be applied. Verify the coupon code and try again.","The coupon code couldn't be applied. Verify the coupon code and try again."
"The coupon code isn't valid. Verify the code and try again.","The coupon code isn't valid. Verify the code and try again."
"The coupon code couldn't be deleted. Verify the coupon code and try again.","The coupon code couldn't be deleted. Verify the coupon code and try again."
"You don't have the correct permissions to assign the customer to the cart.","You don't have the correct permissions to assign the customer to the cart."
"Product that you are trying to add is not available.","Product that you are trying to add is not available."
"This is the wrong quote item id to update configuration.","This is the wrong quote item id to update configuration."
"This shipping method is not available. To use this shipping method, please contact us.","This shipping method is not available. To use this shipping method, please contact us."
"The address model is not defined.","The address model is not defined."
"The address total model should be extended from
                    \Magento\Quote\Model\Quote\Address\Total\AbstractTotal.","The address total model should be extended from
                    \Magento\Quote\Model\Quote\Address\Total\AbstractTotal."
"Shipping & Handling (%1)","Shipping & Handling (%1)"
"Shipping & Handling","Shipping & Handling"
"We found an invalid item option format.","We found an invalid item option format."
"An item option with code %1 already exists.","An item option with code %1 already exists."
"Item qty declaration error","Item qty declaration error"
"Some of the products below do not have all the required options.","Some of the products below do not have all the required options."
"Something went wrong during the item options declaration.","Something went wrong during the item options declaration."
"We found an item options declaration error.","We found an item options declaration error."
"Some of the selected options are not currently available.","Some of the selected options are not currently available."
"Selected option(s) or their combination is not currently available.","Selected option(s) or their combination is not currently available."
"Some item options or their combination are not currently available.","Some item options or their combination are not currently available."
"The %1 Cart doesn't contain the %2 item.","The %1 Cart doesn't contain the %2 item."
"The quote couldn't be saved.","The quote couldn't be saved."
"The item couldn't be removed from the quote.","The item couldn't be removed from the quote."
"The qty value is required to update quote item.","The qty value is required to update quote item."
"Minimum order amount is %1","Minimum order amount is %1"
"Invalid customer id %1","Invalid customer id %1"
"Invalid customer address id %1","Invalid customer address id %1"
"Invalid address id %1","Invalid address id %1"
"The quote can't be created.","The quote can't be created."
"The customer can't be assigned to the cart. The cart belongs to a different store.","The customer can't be assigned to the cart. The cart belongs to a different store."
"The customer can't be assigned to the cart because the cart isn't anonymous.","The customer can't be assigned to the cart because the cart isn't anonymous."
"Invalid state change requested","Invalid state change requested"
"Only 1 shipping assignment can be set","Only 1 shipping assignment can be set"
"This item price or quantity is not valid for checkout.","This item price or quantity is not valid for checkout."
"Something went wrong. Please try to place the order again.","Something went wrong. Please try to place the order again."
"Store Credit","Store Credit"
"The Cart includes virtual product(s) only, so a shipping address is not used.","The Cart includes virtual product(s) only, so a shipping address is not used."
"The shipping method can't be set. %1","The shipping method can't be set. %1"
"Failed address validation:\n%1","Failed address validation:\n%1"
"Current customer does not have an active cart.","Current customer does not have an active cart."
"It is impossible to log user action","It is impossible to log user action"
"New Accounts","New Accounts"
"Customers by number of orders","Customers by number of orders"
"Customers by Orders Total","Customers by Orders Total"
"Date Used","Date Used"
Period,Period
"Empty Rows","Empty Rows"
"Invalid date specified","Invalid date specified"
"We can't find records for this period.","We can't find records for this period."
"Show Reviews","Show Reviews"
"Products Report","Products Report"
Downloads,Downloads
Link,Link
Purchases,Purchases
CSV,CSV
"Excel XML","Excel XML"
"Low stock","Low stock"
"Products Ordered","Products Ordered"
"Most Viewed","Most Viewed"
"Show Report","Show Report"
Interval,Interval
"Refresh Statistics","Refresh Statistics"
"Customers Reviews","Customers Reviews"
"Reviews for %1","Reviews for %1"
Detail,Detail
"Products Reviews","Products Reviews"
"Products Bestsellers Report","Products Bestsellers Report"
"Order Quantity","Order Quantity"
"Coupons Usage Report","Coupons Usage Report"
"Coupon Code","Coupon Code"
"Price Rule","Price Rule"
Uses,Uses
"Sales Subtotal","Sales Subtotal"
"Sales Discount","Sales Discount"
"Sales Total","Sales Total"
"Total Invoiced vs. Paid Report","Total Invoiced vs. Paid Report"
"Invoiced Orders","Invoiced Orders"
"Total Invoiced","Total Invoiced"
"Paid Invoices","Paid Invoices"
"Unpaid Invoices","Unpaid Invoices"
"Total Refunded Report","Total Refunded Report"
"Refunded Orders","Refunded Orders"
"Online Refunds","Online Refunds"
"Offline Refunds","Offline Refunds"
"Total Ordered Report","Total Ordered Report"
"Sales Items","Sales Items"
Profit,Profit
Paid,Paid
"Sales Shipping","Sales Shipping"
"Total Shipped Report","Total Shipped Report"
Carrier/Method,Carrier/Method
"Total Sales Shipping","Total Sales Shipping"
"Total Shipping","Total Shipping"
"Order Taxes Report Grouped by Tax Rate","Order Taxes Report Grouped by Tax Rate"
Rate,Rate
"Abandoned carts","Abandoned carts"
"Applied Coupon","Applied Coupon"
"Items in Cart","Items in Cart"
"Products in carts","Products in carts"
Carts,Carts
"Wish Lists","Wish Lists"
"Wish List Purchase","Wish List Purchase"
"Wish List vs. Regular Order","Wish List vs. Regular Order"
"Times Deleted","Times Deleted"
"Index type is not valid","Index type is not valid"
"Last updated: %1. To refresh last day's <a href=""%2"">statistics</a>, click <a href=""#2"" data-post=""%3"">here</a>.","Last updated: %1. To refresh last day's <a href=""%2"">statistics</a>, click <a href=""#2"" data-post=""%3"">here</a>."
"New Accounts Report","New Accounts Report"
"Customers by Number of Orders","Customers by Number of Orders"
"Order Count Report","Order Count Report"
"Order Total Report","Order Total Report"
"Downloads Report","Downloads Report"
"Low Stock","Low Stock"
"Low Stock Report","Low Stock Report"
"Ordered Products Report","Ordered Products Report"
"Products Most Viewed Report","Products Most Viewed Report"
"Product Views Report","Product Views Report"
"An error occurred while showing the product views report. Please review the log and try again.","An error occurred while showing the product views report. Please review the log and try again."
"Customers Report","Customers Report"
"Customer Reviews Report","Customer Reviews Report"
"Product Reviews Report","Product Reviews Report"
"Bestsellers Report","Bestsellers Report"
Coupons,Coupons
"Coupons Report","Coupons Report"
"Invoice Report","Invoice Report"
"Refunds Report","Refunds Report"
"Sales Report","Sales Report"
"Orders Report","Orders Report"
"Shipping Report","Shipping Report"
"Tax Report","Tax Report"
"Abandoned Carts","Abandoned Carts"
"Customer Shopping Carts","Customer Shopping Carts"
